1,113.50529957469783
2,114.00922120277545
3,122.20889438975404
4,112.31404910699216
5,126.52194773187479
6,113.16520405835672
7,124.16209588995491
8,109.70227299354099
9,107.25612646751755
10,112.01680555226966
11,110.14930486339598
12,111.91634211503073
13,111.52660028677774
14,114.37899229807547
15,114.42755149471883
16,110.79682976614461
17,127.66748787942596
18,128.06705522613194
19,125.79940702631754
20,123.19124662295431
21,123.70589324143728
22,108.77097577469625
23,114.83062826561378
24,116.58841450675202
25,114.48261766278111
26,114.84566660989663
27,131.2066258824683
28,122.6380560616911
29,115.93957893691201
30,114.34605283068532
31,114.77350623453061
32,112.78276466399619
33,114.51547938797567
34,116.35688233570899
35,129.7497831584387
36,119.01080187965546
37,116.74846751323143
38,115.88277678954765
39,116.5307390654395
40,117.7053413192142
41,117.48001815828363
42,112.9613852546506
43,110.59019529543806
44,110.43408861882834
45,110.06407825668053
46,110.54572773364173
47,108.64297228011581
48,109.13187461104334
49,109.8737234567599
50,110.33674013917417
51,123.25100522231668
52,112.86930875879129
53,111.99995723827811
54,121.66309019972135
55,109.05741241482602
56,109.62410908728509
57,114.04766637708549
58,114.89063418704235
59,114.83042227415257
60,125.88413339691688
61,114.53779712023984
62,111.02281498186417
63,110.16501492275668
64,114.84644925316083
65,119.6820654308066
66,115.726072528584
67,118.05217607644128
68,119.16707309542018
69,118.45182747859704
70,117.0124011193677
71,116.8687961118389
72,118.7637331849034
73,122.04454920518
74,120.68678323417384
75,117.69711050638652
76,118.73957019307798
77,120.14670888151413
78,118.8621104246172
79,125.03381384947897
80,118.45463476009802
81,112.76368031705078
82,139.98457981330273
83,134.31911679497296
84,149.87714435632984
85,148.4555637089562
86,138.98820027849663
87,158.80067967510217
88,169.17727119758538
89,451.79558418354907
90,457.5821758840515
91,468.45413171122937
92,361.01955035001305
93,482.8681158827677
94,541.4830519716621
95,573.5351903256746
96,645.384789405732
97,763.6497878251647
98,826.6135964968464
99,906.0142978161883
100,1000.7589257062958
101,1046.770809740962
102,1207.5563689396788
103,1264.2986576155115
104,1344.2372575972202
105,1444.5847128469104
106,1534.0463273719656
107,1559.917844536762
108,1648.812957508116
109,1720.479534090866
110,1806.9499056844643
111,1922.9898319817326
112,2012.801762845343
113,2102.5105304513104
114,2114.764546728243
115,2219.9613278537695
116,2328.368159424801
117,2513.7273328532447
118,2531.2386766524273
119,2635.843226681212
120,2664.626306796375
121,2716.9168917483607
122,2310.1253498574456
123,2336.581615046954
124,2359.4167530963773
125,2372.9023486058327
126,2369.189439847473
127,2388.072966435817
128,2428.568694215429
129,2436.1282017598687
130,2450.1944964786726
131,2444.434769006518
132,2578.333908297139
133,2549.8269256500566
134,2543.674546586407
135,2511.7838741256805
136,2373.780857809821
137,2350.9210555058835
138,2363.8196039926825
139,2306.4625659443727
140,2295.1899105532566
141,2277.957703135275
142,2262.9599474766173
143,2253.8732797133925
144,2253.9151110578396
145,2260.053505493317
146,2260.2398243489474
147,2256.8089857123887
148,2255.7059575338944
149,2253.875206797855
150,2247.419246548119
151,2242.3084361090105
152,2236.0808059537358
153,2229.7669190171523
154,2224.7564568195635
155,2222.1936242432675
156,2217.959136736674
157,2217.3965938492843
158,2219.891449072908
159,2220.327164116473
160,2221.294768529081
161,2221.4805363158
162,2220.3565943587537
163,2222.6534090018895
164,2223.574334548112
165,2222.8998882940905
166,2227.5403648437264
167,2228.617768962972
168,2229.3963281567662
169,2233.1189161501297
170,2233.626725588929
171,2236.729944482292
172,2238.8904361844166
173,2241.583676684614
174,2244.321767816132
175,2249.1222192971063
176,2253.7502302600983
177,2257.971089500527
178,2260.53089645704
179,2263.282293773278
180,2264.496873538411
181,2265.6763272344715
182,2261.029206052543
183,2259.7795740614256
184,2262.5036202229767
185,2251.6489267243683
186,2242.235349001186
187,2195.4413794485795
188,2157.0327846317186
189,2111.33724248133
190,2080.243841516112
191,2284.6700128170687
192,2317.244428486979
193,2320.5305272901037
194,2334.807832717327
195,2327.045937744142
196,2323.3619203392695
197,2303.2825309813984
198,2348.7157203143
199,2324.001569946696
200,2293.1412794586136
201,2223.86191032905
202,2188.586285730395
203,2392.590497702324
204,2408.178896091008
205,2414.6218927514515
206,2826.107564094273
207,2443.3036429760737
208,2461.3382370979843
209,2467.141912723488
210,2509.1789849628617
211,2526.5482376971604
212,2513.133337389609
213,2551.419287325326
214,2527.7376548194006
215,2525.592755786004
216,2551.7327599348673
217,2499.516499857587
218,2502.9322611702055
219,2487.634979835984
220,2482.454238300902
221,2473.577437748443
222,2462.0511765998035
223,2742.0693729547743
224,2506.661596020805
225,1989.5603647126732
226,1787.9847000482973
227,1687.6439937498412
228,1743.3534237266936
229,1701.7102133690357
230,1651.6626974401377
231,1666.8618397683283
232,1784.0549498894118
233,1758.3826996263929
234,1764.9331785585862
235,1750.566558365023
236,1532.582299663267
237,1614.9136612402604
238,1747.0904951290242
239,1677.3623701754998
240,1364.3515113895987
241,1233.7776966646477
242,1177.6483089738886
243,1242.084550625483
244,1275.4229417270124
245,1229.247375271023
246,1691.506824486765
247,1206.4952291926168
248,1211.9902348228284
249,1236.3340444305402
250,1230.5229318105023
251,640.2532243367071
252,700.5871851443578
253,620.9853556672039
254,673.6653221930884
255,794.5641182314548
256,609.1984194210855
257,823.4729784916032
258,855.0756930560744
259,873.9560090046689
260,803.8574215403595
261,797.2222078139401
262,787.2023519974665
263,784.9247675942587
264,831.2305744666108
265,928.2412347312727
266,1093.9937296225785
267,986.5279066124805
268,987.9132247432491
269,971.7052743961488
270,1241.3288157010677
271,1227.466840164789
272,1187.5743105372856
273,1166.7390172372566
274,1723.0175771343572
275,1709.0160441783855
276,1768.675904253815
277,1808.5307406663903
278,1846.238121222492
279,1891.4724215583465
280,1925.1407115262436
281,1945.3352685205293
282,2110.849778970023
283,2130.7649153326183
284,2137.192046102342
285,2140.7397202897673
286,2137.700928279554
287,2128.9950780615263
288,2121.6099188128105
289,2115.2553487427854
290,2109.3669565899845
291,2099.2144412282178
292,2098.477035976395
293,2097.625274427696
294,2092.4172659748924
295,2092.977514487525
296,2093.692935260576
297,2089.873770913323
298,2087.6832441318197
299,2086.9676557754206
300,2084.0588845199622
301,2086.521608593379
302,2081.6521609910283
303,2082.7353999684483
304,2080.3162611113707
305,2211.1835705453914
306,2240.173529156504
307,2253.703489599004
308,2265.590642248141
